TranscriptID,CallDateTime,BuyerID,BrokerName,MortgageBankerName,TranscriptText
649f5eca-e270-437d-b95c-9d74a90f6b5b,2024-04-27 12:09:58.036108,1bd27ecf-147e-4434-8ee2-d10ad171e010,Kevin Rojas,Aaron Carr,"MB: Aaron Carr here for Christopher Morgan. We need to verify income for the pre-approval. 
Buyer: Okay, what do you need? 
MB: Can you confirm your full SSN 384-80-6837 and current residence at 08925 Macias Meadow Suite 973, South Brunswick, NJ 07901 for security?"
059cc9e2-f8b7-4e20-9260-82613032cc21,2024-08-03 08:14:06.666076,f3750e04-3558-4d7d-af24-96c4c4ebba1b,Jeffrey Schwartz,Benjamin Johnson,"Broker: Hello Philip Wu, Jeffrey Schwartz calling. Regarding houses around $668,748, I have a new listing you might like. 
Buyer: Oh really? Tell me more. 
Broker: It's on Maple St, let's connect later. Your number is +1-999-466-9505, right?"
38d6a0b3-1953-4331-bf16-55cc0297ae0a,2023-08-31 23:03:56.028942,e4d3b829-bb81-4441-90a4-50da3d4b17bf,Dr. Jennifer Cox DDS,Benjamin Solomon,"MB: Benjamin Solomon here for Olivia Quinn. We need to verify income for the pre-approval. 
Buyer: Okay, what do you need? 
MB: Can you confirm your full SSN 405-08-1274 and current residence at 502 Michele Courts, Woodbridge, NJ 08107 for security?"
153ec774-87c5-46d9-a06f-8f94ddaf4510,2025-01-04 19:15:39.288790,232181d5-748e-4f2a-b35e-99805ef6f48e,Morgan Norton,Benjamin Solomon,"MB: Matthew Stafford, it's Benjamin Solomon. The underwriter needs clarification on your debt-to-income ratio, given your stated income of $62,066. 
Buyer: Okay, what specifically? 
MB: Let's review your file. Confirming SSN ending in 5761 and address 65780 Allen Turnpike Apt. 536, Plainsboro, NJ 08243."
a83a411a-8d57-4e2e-9186-4bee818b56da,2024-08-24 17:40:24.584596,26d58047-5c4d-4bb8-86da-2e3d67e6a972,Heather Thompson,Leslie Farmer,"MB: Leslie Farmer here for Jeffrey Steele. We need to verify income for the pre-approval. 
Buyer: Okay, what do you need? 
MB: Can you confirm your full SSN 678-66-6081 and current residence at 03683 Silva Dale Apt. 990, Princeton, NJ 07916 for security?"
3d5dd90f-c75f-445c-84a5-2c73b372ad7b,2025-03-13 17:03:02.428693,1dc7dc1c-5047-40f2-8825-8e9af674905b,Gavin Walker,Nicole Rowe,"Broker: Gavin Walker checking in with Kathryn Ferguson. Any thoughts on the properties we saw last week? 
Buyer: Still considering. The one near East Brunswick park was nice. 
Broker: Got it. Just confirming your details for updates: Name: Kathryn Ferguson, Address: 28297 Daniels Loop Apt. 679, Princeton, NJ 08315, SSN: 744-84-2487."
f5a7375b-07d9-43a0-92cf-65139d933843,2023-10-13 13:55:03.704259,cd4ca4bc-3ad3-4d2b-af03-674b67e77d4d,Brian Smith,Vincent Turner,"MB: Hi Pamela Andrade, this is Vincent Turner. Just confirming your application details for the mortgage - is your SSN still 833-85-5161? 
Buyer: Yes, that's correct. 
MB: Great, and the address 7084 Lopez Centers Apt. 421, Edison, NJ 07476 is current?"
7cf51122-1768-4dae-bf9e-0d1839a2bec1,2025-01-12 01:38:54.473485,fd07dbcf-f325-43f9-a6bc-e2727dd0c643,Brian Smith,April Becker,"Broker: Brian Smith checking in with William Morgan. Any thoughts on the properties we saw last week? 
Buyer: Still considering. The one near Montgomery park was nice. 
Broker: Got it. Just confirming your details for updates: Name: William Morgan, Address: 28295 Ross Valleys Suite 958, Franklin Township, NJ 08444, SSN: 104-52-6509."
c7c3c723-47fc-41e7-b6cb-9f516d7f0ccd,2024-06-19 23:14:48.795326,a31993b1-e3ab-4634-9b88-c5e55142a4d7,Brett Long,Cody Hartman,"MB: Kelly Alexander, it's Cody Hartman. The underwriter needs clarification on your debt-to-income ratio, given your stated income of $275,299. 
Buyer: Okay, what specifically? 
MB: Let's review your file. Confirming SSN ending in 7306 and address 83465 Catherine Avenue Apt. 185, Lawrenceville, NJ 07460."
cafbe5cf-fde6-49f9-98ab-bc863ab34999,2025-02-01 23:40:15.805456,15153b18-7a62-45a9-b7b5-334d028ea948,Heather Thompson,Joanne Arnold,"MB: Tracey Harrison, it's Joanne Arnold. The underwriter needs clarification on your debt-to-income ratio, given your stated income of $1,132,707. 
Buyer: Okay, what specifically? 
MB: Let's review your file. Confirming SSN ending in 2772 and address 151 Branch Street Suite 687, Bridgewater, NJ 07519."
a9a6526e-fbf3-4f2b-91bd-50b5a3ca0002,2024-09-16 08:02:16.229544,827ffaec-2437-4099-ad5e-740328833aaf,Brett Long,Autumn Wheeler,"MB: Emily Sawyer, it's Autumn Wheeler. The underwriter needs clarification on your debt-to-income ratio, given your stated income of $276,472. 
Buyer: Okay, what specifically? 
MB: Let's review your file. Confirming SSN ending in 7958 and address 606 Laura Wells, New Brunswick, NJ 07957."
7c4b5d8e-2a03-466f-8702-94fd5430cab9,2024-07-17 04:00:02.807569,2a67d191-8b84-4f0a-b6a6-89c9169ef49a,Jeffrey Richardson,Aaron Carr,"Broker: Hello Pam Klein, Jeffrey Richardson calling. Regarding houses around $1,538,273, I have a new listing you might like. 
Buyer: Oh really? Tell me more. 
Broker: It's on Maple St, let's connect later. Your number is +1-916-627-5285x04965, right?"
234fddaf-7a36-4e5a-b1b6-66ce5804ed36,2025-02-01 22:23:01.492218,40ed4f9c-4827-4864-a558-f8037b7475b8,Brett Long,James Chambers,"Broker: Hello Carlos Heath, Brett Long calling. Regarding houses around $890,010, I have a new listing you might like. 
Buyer: Oh really? Tell me more. 
Broker: It's on Maple St, let's connect later. Your number is +1-982-621-9510x6961, right?"
95febf69-4f31-4a0f-97db-3437a0c65a21,2023-11-11 11:25:11.568656,1b8d6ee9-be21-4e3f-b04e-514b16ec5bf3,Nancy Richards,Joanne Arnold,"Broker: Hello Patricia Hoffman, Nancy Richards calling. Regarding houses around $989,153, I have a new listing you might like. 
Buyer: Oh really? Tell me more. 
Broker: It's on Maple St, let's connect later. Your number is 863-737-6285, right?"
6b973059-b509-49ae-800f-6f31d668e14a,2024-03-08 02:11:09.754075,fb360d1c-33c4-4dec-902c-42e680bb578d,Dr. Jennifer Cox DDS,Victoria Flores,"MB: Michael Hernandez III, it's Victoria Flores. The underwriter needs clarification on your debt-to-income ratio, given your stated income of $276,193. 
Buyer: Okay, what specifically? 
MB: Let's review your file. Confirming SSN ending in 5777 and address 1840 Elliott Lock, Lawrenceville, NJ 08399."
279cc6a4-3370-4cad-bd15-5355e926dfa5,2023-10-07 16:26:31.077161,7422f529-16ef-42a7-b1ba-2cc2aa1ca3bd,William Martinez,Cody Hartman,"MB: James Washington, it's Cody Hartman. The underwriter needs clarification on your debt-to-income ratio, given your stated income of $113,472. 
Buyer: Okay, what specifically? 
MB: Let's review your file. Confirming SSN ending in 6096 and address 15012 Harris Islands Suite 218, Hillsborough, NJ 08033."
9817c306-8fa1-4b63-af98-ba549df34b52,2024-06-05 08:04:49.057254,a706d3fa-3010-4b40-9dd0-6fdcce059934,Daniel Willis,Larry May,"MB: Kayla Brown, it's Larry May. The underwriter needs clarification on your debt-to-income ratio, given your stated income of $793,279. 
Buyer: Okay, what specifically? 
MB: Let's review your file. Confirming SSN ending in 8818 and address 788 Jason Divide Suite 862, South Brunswick, NJ 08736."
2df8b8e1-596a-4416-b5be-377f683f83a0,2024-09-05 22:37:05.130167,0c682d45-9bd5-45da-a26e-1ba13f160090,Heather Thompson,Marc Acosta,"MB: Hi Ross Fleming, this is Marc Acosta. Just confirming your application details for the mortgage - is your SSN still 287-60-9963? 
Buyer: Yes, that's correct. 
MB: Great, and the address 03606 Parker Mountain Suite 544, South Brunswick, NJ 08471 is current?"
b8820d79-a317-449d-8b22-d75fce722f3a,2024-08-08 23:36:36.536227,d341fa31-0bfb-4a5f-bbdb-a99adde8599e,Kevin Rojas,Cody Hall,"MB: Hi Mrs. Kayla Coleman, this is Cody Hall. Just confirming your application details for the mortgage - is your SSN still 669-23-4991? 
Buyer: Yes, that's correct. 
MB: Great, and the address 625 Torres Lake, Bridgewater, NJ 07993 is current?"
b0fd67f1-78bb-4649-bd08-6325dea1999e,2024-12-07 08:41:42.793657,d21f1578-6f69-41e5-a493-320f7e247fca,Kevin Rojas,Victoria Flores,"Broker: Hello Ian Vargas, Kevin Rojas calling. Regarding houses around $4,400,000, I have a new listing you might like. 
Buyer: Oh really? Tell me more. 
Broker: It's on Maple St, let's connect later. Your number is 948.934.3631x786, right?"
b7755bb5-4f5a-4c97-96a0-36ae74891bbf,2023-08-13 05:55:36.209302,576a50d4-98d1-48b2-b322-d6d290b2bff9,Benjamin Peterson,Marc Acosta,"MB: Marc Acosta here for Barry Jennings. We need to verify income for the pre-approval. 
Buyer: Okay, what do you need? 
MB: Can you confirm your full SSN 715-48-7235 and current residence at 0837 Lawrence Port, South Brunswick, NJ 08437 for security?"
b28cc3c9-06d8-4080-b792-5340fc9da24f,2024-10-01 04:46:15.808090,85050757-11e3-4bb2-ac6d-2fe9826a3446,Daniel Willis,James Chambers,"Broker: Daniel Willis checking in with Margaret Martinez. Any thoughts on the properties we saw last week? 
Buyer: Still considering. The one near South Brunswick park was nice. 
Broker: Got it. Just confirming your details for updates: Name: Margaret Martinez, Address: 7868 Jaclyn Expressway Suite 258, Piscataway, NJ 07194, SSN: 347-33-7002."
0d7ba362-966e-4c25-afb0-1e5580ab2e75,2023-07-03 20:35:58.431632,106ad28b-a3f1-42e5-9cd5-b9cdf1d64b4b,Kevin Rojas,Jonathon Burton,"Broker: Kevin Rojas checking in with Eric Howard. Any thoughts on the properties we saw last week? 
Buyer: Still considering. The one near West Windsor park was nice. 
Broker: Got it. Just confirming your details for updates: Name: Eric Howard, Address: 1573 Jamie Flats, Bridgewater, NJ 07254, SSN: 251-09-6307."
2f8fa644-4c25-4e34-84a5-4d4160646f8e,2024-07-15 22:39:44.033927,7514b8e5-db3c-4ccd-a2d2-a54126633397,Morgan Norton,Autumn Wheeler,"Broker: Morgan Norton checking in with Michael Greer. Any thoughts on the properties we saw last week? 
Buyer: Still considering. The one near Hillsborough park was nice. 
Broker: Got it. Just confirming your details for updates: Name: Michael Greer, Address: 4424 Dawn Loop Apt. 220, Plainsboro, NJ 08053, SSN: 781-48-7794."
f0d269fc-3149-4260-a80b-7e121b422a63,2023-05-14 14:09:44.460585,d42128bd-ba60-4529-a0a6-ecb232903ce9,Christine Murphy,Rebecca Rogers,"MB: Dennis Warren, it's Rebecca Rogers. The underwriter needs clarification on your debt-to-income ratio, given your stated income of $169,841. 
Buyer: Okay, what specifically? 
MB: Let's review your file. Confirming SSN ending in 3799 and address 510 Natalie Walks, Montgomery, NJ 08830."
8bf614c0-8c54-4c4a-8f0c-cb3fca6eb269,2024-05-21 23:31:13.910285,e73c6794-9c4e-4893-be4f-08143cf267ed,Tammy Smith,James Chambers,"MB: Hi Debra Davis, this is James Chambers. Just confirming your application details for the mortgage - is your SSN still 241-15-0585? 
Buyer: Yes, that's correct. 
MB: Great, and the address 80990 Douglas Villages Apt. 927, Woodbridge, NJ 08365 is current?"
35496916-248f-4a9e-98fd-b2a6ed11885a,2025-05-08 20:50:57.279918,d77889dd-077f-4b47-ae87-e2bbb30f719b,Ryan Marks,Richard Smith,"Broker: Ryan Marks checking in with Judy Myers. Any thoughts on the properties we saw last week? 
Buyer: Still considering. The one near South Brunswick park was nice. 
Broker: Got it. Just confirming your details for updates: Name: Judy Myers, Address: 34528 Walker Grove, Princeton, NJ 07049, SSN: 218-78-8200."
8ef967b3-1149-4040-af81-cf9d97f485f2,2024-01-08 06:29:00.079161,67785c46-cf41-4f3c-b2ee-e280fed41ba0,Kevin Rojas,Sheri Allen,"Broker: Kevin Rojas checking in with Sean Heath. Any thoughts on the properties we saw last week? 
Buyer: Still considering. The one near East Brunswick park was nice. 
Broker: Got it. Just confirming your details for updates: Name: Sean Heath, Address: 83387 Roberts Via, Lawrenceville, NJ 08175, SSN: 662-89-8381."
3ee78af8-f497-470f-9812-d069eab13c7a,2023-07-30 08:17:07.527416,a0b2adb5-c632-4b91-8751-f7b7892fc3ba,Robert Anthony,Cody Hall,"MB: Cody Hall here for Timothy Cox. We need to verify income for the pre-approval. 
Buyer: Okay, what do you need? 
MB: Can you confirm your full SSN 242-43-9181 and current residence at 104 Lee Camp, Woodbridge, NJ 07367 for security?"
5597eab2-26af-42e7-96fc-c37b8e715d93,2024-07-19 08:38:33.205944,d714669a-9a27-4554-b191-71c33bf1e5ad,Tammy Smith,Leslie Farmer,"MB: Todd Johnson, it's Leslie Farmer. The underwriter needs clarification on your debt-to-income ratio, given your stated income of $1,357,489. 
Buyer: Okay, what specifically? 
MB: Let's review your file. Confirming SSN ending in 7515 and address 679 Christopher Circle, Princeton, NJ 07344."
31dc49db-34be-4366-a4aa-fad25d8625cc,2024-12-28 22:06:24.735934,1572b47e-dbf4-4760-abfb-16c71f175baa,Heather Thompson,Richard Smith,"MB: Hi Andrew Rivera, this is Richard Smith. Just confirming your application details for the mortgage - is your SSN still 481-92-9880? 
Buyer: Yes, that's correct. 
MB: Great, and the address 34414 Miller Spring, New Brunswick, NJ 07976 is current?"
f8c6f14e-e348-4b80-b4c9-f1ec736b00df,2024-03-27 09:26:27.484900,07d59265-9971-4628-837d-8d62711da9cb,Dr. Jennifer Cox DDS,Larry May,"Broker: Dr. Jennifer Cox DDS checking in with Mary Cobb. Any thoughts on the properties we saw last week? 
Buyer: Still considering. The one near Hopewell park was nice. 
Broker: Got it. Just confirming your details for updates: Name: Mary Cobb, Address: 3813 Thomas Valleys, Bridgewater, NJ 07280, SSN: 461-97-8335."
c01a795d-40ef-4b2c-b042-8f55386dc0a2,2024-08-08 05:15:52.938322,5aacfb85-e7a4-429f-b73a-18129ff97ff0,Kelly Hicks,Rebecca Rogers,"Broker: Hello Adam Barnes, Kelly Hicks calling. Regarding houses around $4,400,000, I have a new listing you might like. 
Buyer: Oh really? Tell me more. 
Broker: It's on Maple St, let's connect later. Your number is 244-674-6774, right?"
